Timpstemp, imgid, lat, lon, alt, s_variance_m_s, c_variance_rad, fix_type, eph_m, epv_m, vel_n_m_s, vel_e_m_s, vel_d_m_s, num_sat,,,,
8263736,39,47.3843502,8.5451842,466.501,1.120000005,2.164013624,3,11.28900051,1.53E-43,0.509999991,0.259999991,0.550000012,6,,,, 
8297069,40,47.3843502,8.5451842,466.501,1.120000005,2.164013624,3,11.28900051,1.53E-43,0.509999991,0.259999991,0.550000012,6,,,, 
8330402,41,47.3843502,8.5451842,466.501,1.120000005,2.164013624,3,11.28900051,1.53E-43,0.509999991,0.259999991,0.550000012,6,,,, 
8363735,42,47.3843502,8.5451842,466.501,1.120000005,2.164013624,3,11.28900051,1.53E-43,0.509999991,0.259999991,0.550000012,6,,,, 
8395950,43,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8429283,44,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8462616,45,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8495949,46,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8529282,47,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8562615,48,47.3843498,8.545184,466.894,1.139999986,2.164027929,3,11.10700035,1.53E-43,0.029999999,0.229999989,0.25,6,,,, 
8598784,49,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8632117,50,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8665450,51,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8698783,52,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8732116,53,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8765449,54,47.3843499,8.5451857,467.132,1.569999933,2.164047957,3,10.93500042,1.53E-43,0.349999994,0.479999989,0.039999999,6,,,, 
8802486,55,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
8835819,56,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
8869152,57,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
8902485,58,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
8935818,59,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
8969151,60,47.3843497,8.5451876,467.235,1.559999943,2.164067745,3,10.77100086,1.53E-43,0.289999992,0.5,0.109999999,6,,,, 
9002265,61,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9035598,62,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9068931,63,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9102264,64,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9135597,65,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9168930,66,47.3843498,8.5451899,467.265,1.480000019,2.16408658,3,10.64500046,1.53E-43,0.389999986,0.659999967,0.349999994,6,,,, 
9199111,67,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9232444,68,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9265777,69,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9299110,70,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9332443,71,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9365776,72,47.3843494,8.5451919,467.39,1.339999914,2.164103746,3,10.52600098,1.42E-43,0.310000002,0.849999964,0.680000007,6,,,, 
9400044,73,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9433377,74,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9466710,75,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9500043,76,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9533376,77,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9566709,78,47.3843489,8.5451931,467.487,1.199999929,2.164119244,3,10.41300011,1.42E-43,0.299999982,0.579999983,0.689999998,6,,,, 
9599660,79,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9632993,80,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9666326,81,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9699659,82,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9732992,83,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9766325,84,47.3843488,8.5451926,467.611,0.959999979,2.164130926,3,10.30400085,1.42E-43,0.219999999,-0.039999999,0.560000002,6,,,, 
9801471,85,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9834804,86,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9868137,87,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9901470,88,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9934803,89,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9968136,90,47.3843491,8.5451931,467.714,1.169999957,2.164145947,3,10.2130003,1.42E-43,0.399999976,0.289999992,0.48999998,6,,,, 
9998204,91,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10031537,92,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10064870,93,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10098203,94,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10131536,95,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10164869,96,47.3843495,8.545194,467.741,1.25,2.164161682,3,10.12500095,1.30E-43,0.550000012,0.429999977,0.569999993,6,,,, 
10201081,97,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10234414,98,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10267747,99,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10301080,100,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10334413,101,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10367746,102,47.3843507,8.5451956,467.662,1.259999991,2.164177656,3,10.02700043,1.30E-43,0.719999969,0.589999974,0.719999969,6,,,, 
10396814,103,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10430147,104,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10463480,105,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10496813,106,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10530146,107,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10563479,108,47.3843516,8.5451967,467.643,1.329999924,2.164194584,3,9.941000938,1.30E-43,0.699999988,0.539999962,0.74000001,6,,,, 
10599588,109,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10632921,110,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10666254,111,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10699587,112,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10732920,113,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10766253,114,47.3843514,8.5451973,467.634,1.139999986,2.164209127,3,9.86300087,1.30E-43,0.299999982,0.519999981,0.879999995,6,,,, 
10797338,115,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10830671,116,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10864004,117,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10897337,118,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10930670,119,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10964003,120,47.3843532,8.5452011,467.466,1.559999943,0.658831716,3,9.784000397,1.30E-43,1,1.419999957,1.110000014,6,,,, 
10997044,121,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11030377,122,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11063710,123,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11097043,124,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11130376,125,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11163709,126,47.3843539,8.545201,467.508,1.24000001,0.658902586,3,9.709000588,1.30E-43,0.849999964,0.659999967,1.329999924,6,,,, 
11195824,127,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11229157,128,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11262490,129,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11295823,130,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11329156,131,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11362489,132,47.3843546,8.5452006,467.46,1.069999933,0.658967018,3,9.636000633,1.30E-43,0.72999996,0.340000004,1.319999933,6,,,, 
11397736,133,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11431069,134,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11464402,135,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11497735,136,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11531068,137,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11564401,138,47.3843554,8.5452011,467.408,1.120000005,0.659034729,3,9.565000534,1.30E-43,0.799999952,0.529999971,1.309999943,6,,,, 
11595348,139,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11628681,140,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11662014,141,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11695347,142,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11728680,143,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11762013,144,47.3843553,8.5452003,467.371,0.949999988,0.659088314,3,9.495000839,1.30E-43,0.550000012,0.089999996,1.159999967,6,,,, 
11796090,145,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11829423,146,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11862756,147,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11896089,148,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11929422,149,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11962755,150,47.3843559,8.5452015,467.376,1.299999952,0.659147263,3,9.426000595,1.30E-43,0.839999974,0.799999952,0.819999993,6,,,, 
11988960,151,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12022293,152,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12055626,153,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12088959,154,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12122292,155,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12155625,156,47.384356,8.5452011,467.237,0.969999969,0.659194589,3,9.36300087,1.30E-43,0.429999977,0.259999991,1.019999981,6,,,, 
12191611,157,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12224944,158,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12258277,159,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12291610,160,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12324943,161,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12358276,162,47.3843566,8.5452008,467.105,0.949999988,0.659234047,3,9.295000076,1.29E-43,0.429999977,0.140000001,0.789999962,6,,,, 
12388362,163,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12421695,164,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12455028,165,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12488361,166,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12521694,167,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12555027,168,47.3843577,8.5452006,466.823,0.949999988,0.659277141,3,9.229000092,1.29E-43,0.639999986,-0.059999999,0.819999993,6,,,, 
12590212,169,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12623545,170,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12656878,171,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12690211,172,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12723544,173,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12756877,174,47.3843574,8.5451985,466.841,0.909999967,0.659324288,3,9.176000595,1.29E-43,0.509999991,-0.159999996,1,6,,,, 
12790053,175,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12823386,176,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12856719,177,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12890052,178,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12923385,179,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12956718,180,47.384357,8.5451976,466.887,1,0.65937525,3,9.125,1.29E-43,0.550000012,0.280000001,1.059999943,6,,,, 
12990712,181,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13024045,182,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13057378,183,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13090711,184,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13124044,185,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13157377,186,47.3843575,8.5451976,466.83,1.169999957,0.659436286,3,9.075000763,1.29E-43,0.969999969,0.5,0.98999995,6,,,, 
13188406,187,47.3843587,8.5451976,466.727,1.179999948,0.659506977,3,9.027000427,1.29E-43,1.309999943,0.439999998,0.98999995,6,,,, 
13221739,188,47.3843587,8.5451976,466.727,1.179999948,0.659506977,3,9.027000427,1.29E-43,1.309999943,0.439999998,0.98999995,6,,,, 
